,src,target,similarity,category
313,..\selection\men\3240\3240_05_ref.jpg,..\selection\men\1879\1879_03_ref.jpg,0.24739,cross
314,..\selection\men\3240\3240_05_ref.jpg,..\selection\men\2144\2144_01_ref.jpg,0.21158,cross
315,..\selection\men\3240\3240_05_ref.jpg,..\selection\men\2670\2670_01_ref.jpg,0.36093,cross
316,..\selection\men\3240\3240_05_ref.jpg,..\selection\men\2706\2706_02_ref.jpg,0.49961,cross
317,..\selection\men\3240\3240_05_ref.jpg,..\selection\men\2926\2926_05_ref.jpg,0.01085,cross
318,..\selection\men\3240\3240_05_ref.jpg,..\selection\men\3006\3006_02_ref.jpg,0.31249,cross
319,..\selection\men\3240\3240_05_ref.jpg,..\selection\men\3119\3119_02_ref.jpg,0.21139,cross
320,..\selection\men\3240\3240_05_ref.jpg,..\selection\men\3149\3149_14_ref.jpg,0.13314,cross
321,..\selection\men\3240\3240_05_ref.jpg,..\selection\men\3154\3154_01_ref.jpg,0.58487,cross
322,..\selection\men\3240\3240_05_ref.jpg,..\selection\men\3166\3166_03_ref.jpg,0.5118,cross
323,..\selection\men\3240\3240_05_ref.jpg,..\selection\men\3188\3188_03_ref.jpg,0.07923,cross
324,..\selection\men\3240\3240_05_ref.jpg,..\selection\men\3193\3193_07_ref.jpg,0.19887,cross
325,..\selection\men\3240\3240_05_ref.jpg,..\selection\men\3208\3208_01_ref.jpg,0.27944,cross
326,..\selection\men\3240\3240_05_ref.jpg,..\selection\men\3211\3211_09_ref.jpg,0.32115,cross
