,src,target,similarity,category
299,..\selection\men\3208\3208_01_ref.jpg,..\selection\men\3149\3149_14_ref.jpg,0.2301,cross
300,..\selection\men\3208\3208_01_ref.jpg,..\selection\men\3154\3154_01_ref.jpg,0.14392,cross
301,..\selection\men\3208\3208_01_ref.jpg,..\selection\men\3166\3166_03_ref.jpg,0.36763,cross
302,..\selection\men\3208\3208_01_ref.jpg,..\selection\men\3188\3188_03_ref.jpg,0.38615,cross
303,..\selection\men\3208\3208_01_ref.jpg,..\selection\men\3193\3193_07_ref.jpg,0.42871,cross
304,..\selection\men\3208\3208_01_ref.jpg,..\selection\men\3211\3211_09_ref.jpg,0.10312,cross
305,..\selection\men\3208\3208_01_ref.jpg,..\selection\men\3240\3240_05_ref.jpg,0.27944,cross
306,..\selection\men\3211\3211_09_ref.jpg,..\selection\men\3211\3211_02_glasses_result.jpg,0.95952,glasses
307,..\selection\men\3211\3211_09_ref.jpg,..\selection\men\3211\3211_09_ref_result.jpg,0.9834,ref
308,..\selection\men\3211\3211_09_ref.jpg,..\selection\men\132\132_04_ref.jpg,0.01573,cross
309,..\selection\men\3211\3211_09_ref.jpg,..\selection\men\1337\1337_01_ref.jpg,0.095,cross
310,..\selection\men\3211\3211_09_ref.jpg,..\selection\men\142\142_10_ref.jpg,0.01674,cross
311,..\selection\men\3211\3211_09_ref.jpg,..\selection\men\1879\1879_03_ref.jpg,0.02278,cross
312,..\selection\men\3211\3211_09_ref.jpg,..\selection\men\2144\2144_01_ref.jpg,0.2464,cross
313,..\selection\men\3211\3211_09_ref.jpg,..\selection\men\2670\2670_01_ref.jpg,0.09442,cross
314,..\selection\men\3211\3211_09_ref.jpg,..\selection\men\2706\2706_02_ref.jpg,0.14768,cross
315,..\selection\men\3211\3211_09_ref.jpg,..\selection\men\2926\2926_05_ref.jpg,0.01365,cross
316,..\selection\men\3211\3211_09_ref.jpg,..\selection\men\3006\3006_02_ref.jpg,0.05516,cross
317,..\selection\men\3211\3211_09_ref.jpg,..\selection\men\3119\3119_02_ref.jpg,0.04715,cross
318,..\selection\men\3211\3211_09_ref.jpg,..\selection\men\3149\3149_14_ref.jpg,0.03559,cross
319,..\selection\men\3211\3211_09_ref.jpg,..\selection\men\3154\3154_01_ref.jpg,0.41909,cross
320,..\selection\men\3211\3211_09_ref.jpg,..\selection\men\3166\3166_03_ref.jpg,0.10191,cross
321,..\selection\men\3211\3211_09_ref.jpg,..\selection\men\3188\3188_03_ref.jpg,0.02155,cross
322,..\selection\men\3211\3211_09_ref.jpg,..\selection\men\3193\3193_07_ref.jpg,0.21866,cross
323,..\selection\men\3211\3211_09_ref.jpg,..\selection\men\3208\3208_01_ref.jpg,0.10312,cross
324,..\selection\men\3211\3211_09_ref.jpg,..\selection\men\3240\3240_05_ref.jpg,0.32115,cross
325,..\selection\men\3240\3240_05_ref.jpg,..\selection\men\3240\3240_01_glasses_result.jpg,0.60721,glasses
326,..\selection\men\3240\3240_05_ref.jpg,..\selection\men\3240\3240_08_glasses_result.jpg,0.90115,glasses
327,..\selection\men\3240\3240_05_ref.jpg,..\selection\men\3240\3240_05_ref_result.jpg,0.99458,ref
328,..\selection\men\3240\3240_05_ref.jpg,..\selection\men\132\132_04_ref.jpg,0.41417,cross
329,..\selection\men\3240\3240_05_ref.jpg,..\selection\men\1337\1337_01_ref.jpg,0.35943,cross
330,..\selection\men\3240\3240_05_ref.jpg,..\selection\men\142\142_10_ref.jpg,0.13461,cross
331,..\selection\men\3240\3240_05_ref.jpg,..\selection\men\1879\1879_03_ref.jpg,0.24739,cross
332,..\selection\men\3240\3240_05_ref.jpg,..\selection\men\2144\2144_01_ref.jpg,0.21158,cross
333,..\selection\men\3240\3240_05_ref.jpg,..\selection\men\2670\2670_01_ref.jpg,0.36093,cross
334,..\selection\men\3240\3240_05_ref.jpg,..\selection\men\2706\2706_02_ref.jpg,0.49961,cross
335,..\selection\men\3240\3240_05_ref.jpg,..\selection\men\2926\2926_05_ref.jpg,0.01085,cross
336,..\selection\men\3240\3240_05_ref.jpg,..\selection\men\3006\3006_02_ref.jpg,0.31249,cross
337,..\selection\men\3240\3240_05_ref.jpg,..\selection\men\3119\3119_02_ref.jpg,0.21139,cross
338,..\selection\men\3240\3240_05_ref.jpg,..\selection\men\3149\3149_14_ref.jpg,0.13314,cross
339,..\selection\men\3240\3240_05_ref.jpg,..\selection\men\3154\3154_01_ref.jpg,0.58487,cross
340,..\selection\men\3240\3240_05_ref.jpg,..\selection\men\3166\3166_03_ref.jpg,0.5118,cross
341,..\selection\men\3240\3240_05_ref.jpg,..\selection\men\3188\3188_03_ref.jpg,0.07923,cross
342,..\selection\men\3240\3240_05_ref.jpg,..\selection\men\3193\3193_07_ref.jpg,0.19887,cross
343,..\selection\men\3240\3240_05_ref.jpg,..\selection\men\3208\3208_01_ref.jpg,0.27944,cross
344,..\selection\men\3240\3240_05_ref.jpg,..\selection\men\3211\3211_09_ref.jpg,0.32115,cross
